#OTU ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_4043,Bacteria, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Planctomyces, 
OTU_108,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas,
OTU_2930,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, , , 
OTU_032,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Nocardiaceae, Rhodococcus, 
OTU_1299,Bacteria, Planctomycetes, OM190, CL500-15, , , 
OTU_2679,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_999,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_3756,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Saprospiraceae, , 
OTU_2074,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylocystaceae, , 
OTU_2326,Bacteria, OP11, WCHB1-64, d153, , , 
OTU_3186,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_3971,Bacteria, Firmicutes, Erysipelotrichi, Erysipelotrichales, Erysipelotrichaceae, PSB-M-3, 
OTU_1755,Bacteria, Chloroflexi, Anaerolineae, Anaerolineales, Anaerolinaceae, T78, 
OTU_2040,Bacteria, Chloroflexi, Anaerolineae, SBR1031, A4b, , 
OTU_3589,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales,,,
OTU_3586,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_1268,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, , , 
OTU_046,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,
OTU_2558,Bacteria, Proteobacteria, Deltaproteobacteria, MIZ46, , , 
OTU_395,Bacteria, Cyanobacteria, Chloroplast, Stramenopiles, , , 
OTU_631,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Marinilabiaceae, , 
OTU_2279,Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Idiomarinaceae, , 
OTU_963,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_2364,Bacteria, Proteobacteria, Gammaproteobacteria,,,,
OTU_3691,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_2678,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, EB1017, , 
OTU_1874,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_3361,Bacteria, Proteobacteria,,,,,
OTU_2984,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_2272,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_1398,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Balneimonas, 
OTU_2687,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales,,,
OTU_3235,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Pelagibacteraceae, , 
OTU_2980,Bacteria, OP11, WCHB1-64, , , , 
OTU_638,Bacteria, Synergistetes, Synergistia, Synergistales, Synergistaceae, vadinCA02, 
OTU_3930,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, , , 
OTU_1979,Bacteria, Chloroflexi, TK10, B07 WMSP1, , , 
OTU_1338,Bacteria, Acidobacteria, Solibacteres, Solibacterales, Solibacteraceae, Candidatus Solibacter, 
OTU_3716,Bacteria, Planctomycetes, Planctomycetia, Pirellulales, Pirellulaceae, A17, 
OTU_3600,Bacteria, Planctomycetes, Planctomycetia, Pirellulales, Pirellulaceae, , 
OTU_675,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, , , 
OTU_1610,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, C111, , 
OTU_3771,Bacteria, Tenericutes, Mollicutes, , , , 
OTU_468,Archaea, Crenarchaeota, Thaumarchaeota, Nitrososphaerales, Nitrososphaeraceae, Candidatus Nitrososphaera, SCA1170
OTU_2740,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_4225,Bacteria, Proteobacteria, Deltaproteobacteria, Spirobacillales, , , 
OTU_1567,Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, [Chromatiaceae], Alishewanella, 
OTU_2693,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_005,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae,,
OTU_249,Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, [Chromatiaceae], Rheinheimera, 
OTU_1577,Bacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, Facklamia, 
OTU_3942,Bacteria, Chloroflexi, Ellin6529, , , , 
OTU_4042,Bacteria, Chloroflexi, TK17, , , , 
OTU_3811,Bacteria, Proteobacteria, Alphaproteobacteria,,,,
OTU_2785,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Rhodoplanes, 
OTU_897,Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, Gaiellaceae, , 
OTU_2862,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, , 
OTU_2330,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Micromonosporaceae, , 
OTU_1965,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_3015,Bacteria, Acidobacteria, Acidobacteria-6, CCU21, , , 
OTU_721,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, , 
OTU_3369,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Algoriphagus, terrigena
OTU_3976,Bacteria, Tenericutes, Mollicutes, RF39, , , 
OTU_765,Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae,,
OTU_912,Bacteria, Chlorobi, OPB56, , , , 
OTU_3825,Bacteria, OD1, ZB2, , , , 
OTU_1159,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Rhodoplanes, 
OTU_4071,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_2147,Bacteria, Proteobacteria, Deltaproteobacteria, Syntrophobacterales, Syntrophobacteraceae, , 
OTU_1148,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Microbacteriaceae, Agromyces,
OTU_1691,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, , 
OTU_2721,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, , , 
OTU_012,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas,
OTU_964,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Rhodoplanes, 
OTU_2610,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, , 
OTU_406,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, butyricum
OTU_4187,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Adhaeribacter, 
OTU_2967,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Aquicella, 
OTU_3493,Bacteria, Proteobacteria, Deltaproteobacteria, GMD14H09, , , 
OTU_881,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_3392,Bacteria,,,,,,
OTU_2806,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, , , 
OTU_2726,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, , , 
OTU_2692,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, C111, , 
OTU_616,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium,
OTU_420,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, , , 
OTU_3668,Bacteria, Gemmatimonadetes, Gemmatimonadetes, C114, , , 
OTU_2185,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], Chthoniobacter, 
OTU_3958,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Thermomonosporaceae,,
OTU_101,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Acidovorax,
OTU_3955,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, EB1017, , 
OTU_2407,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium,
OTU_794,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, , 
OTU_3970,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Cryomorphaceae, Fluviicola, 
OTU_3542,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Oligella, 
OTU_2546,Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Idiomarinaceae, Pseudidiomarina, 
OTU_3960,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_285,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus,
OTU_1091,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_3229,Bacteria, Proteobacteria, Alphaproteobacteria, BD7-3, , , 
OTU_995,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Saprospiraceae, , 
OTU_743,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, mb2424, , 
OTU_1062,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Dyadobacter, 
OTU_3779,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_2702,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, , , 
OTU_813,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_2231,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Ellin5290, , , 
OTU_1036,Bacteria, Proteobacteria, Betaproteobacteria, , , , 
OTU_1730,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides,
OTU_522,Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae,,
OTU_3470,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_3110,Bacteria, Proteobacteria, Alphaproteobacteria,,,,
OTU_1647,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, Chitinophaga, 
OTU_1252,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, , , 
OTU_3705,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, 
OTU_1583,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_2257,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae,,
OTU_4128,Bacteria, NKB19, , , , , 
OTU_2206,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, 
OTU_3523,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_3430,Bacteria,,,,,,
OTU_968,Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Luteolibacter, 
OTU_2045,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, , , 
OTU_123,Archaea, Euryarchaeota, Methanomicrobia, Methanomicrobiales, Methanocorpusculaceae, Methanocorpusculum, 
OTU_1892,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_966,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium,
OTU_230,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, , 
OTU_3681,Bacteria, Cyanobacteria, 4C0d-2, MLE1-12, , , 
OTU_3431,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, , , 
OTU_1247,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter, ximonensis
OTU_2107,Bacteria, Firmicutes, Clostridia, Clostridiales,,,
OTU_3526,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Sinobacteraceae, , 
OTU_686,Bacteria, Cyanobacteria, Synechococcophycideae, Synechococcales, Synechococcaceae, Synechococcus, 
OTU_4210,Bacteria, Planctomycetes, OM190, agg27, , , 
OTU_3397,Bacteria, Armatimonadetes, [Fimbriimonadia], [Fimbriimonadales], [Fimbriimonadaceae], Fimbriimonas, 
OTU_2861,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_1961,Bacteria, Proteobacteria, Alphaproteobacteria, Ellin329, , , 
OTU_3130,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, , , 
OTU_2177,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Rhodoplanes, 
OTU_1727,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, , 
OTU_1488,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus, 
OTU_4101,Bacteria, Acidobacteria, Acidobacteriia, Acidobacteriales, Koribacteraceae, Candidatus Koribacter, 
OTU_3946,Bacteria, Chloroflexi, TK10, B07 WMSP1, , , 
OTU_846,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Brevundimonas, diminuta
OTU_704,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae,,
OTU_1603,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_2938,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae,,
OTU_2542,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], Chthoniobacter, 
OTU_2852,Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae,,
OTU_3141,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Rhodoplanes, 
OTU_2188,Bacteria, OD1, ZB2, , , , 
OTU_2970,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, , , 
OTU_567,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Rhodoplanes, 
OTU_2427,Bacteria, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Planctomyces, 
OTU_1174,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], Candidatus Xiphinematobacter, 
OTU_659,Bacteria, Proteobacteria, Betaproteobacteria, Methylophilales, Methylophilaceae, Methylotenera, mobilis
OTU_348,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, bacteriovorus
OTU_2403,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Brevundimonas, diminuta
OTU_4115,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_2237,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, , , 
OTU_3366,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_3981,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales,,,
OTU_1253,Bacteria,,,,,,
OTU_3872,Bacteria, Actinobacteria, MB-A2-108, , , , 
OTU_323,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales,,,
OTU_1688,Bacteria, Planctomycetes, Planctomycetia, Pirellulales, Pirellulaceae, Pirellula, 
OTU_2523,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, , , 
OTU_014,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, [Weeksellaceae], Chryseobacterium, 
OTU_067,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Herbaspirillum, 
OTU_2751,Bacteria, Bacteroidetes, VC2 1 Bac22, , , , 
OTU_3978,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, Sediminibacterium, 
OTU_2422,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_2609,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, , , 
OTU_1064,Bacteria, Proteobacteria, Alphaproteobacteria,,,,
OTU_1380,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus,
OTU_2783,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, , , 
OTU_1588,Bacteria, Proteobacteria, Alphaproteobacteria, Ellin329, , , 
OTU_474,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Micrococcaceae, Rothia, mucilaginosa
OTU_333,Bacteria, Acidobacteria, [Chloracidobacteria], PK29, , , 
OTU_2997,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Pseudoxanthomonas, mexicana
OTU_1172,Bacteria, Firmicutes, Erysipelotrichi, Erysipelotrichales, Erysipelotrichaceae,,
OTU_4219,Bacteria,,,,,,
OTU_2298,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, , 
OTU_1342,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae,,
OTU_4055,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], Candidatus Xiphinematobacter, 
OTU_417,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Porphyromonas, 
OTU_2116,Bacteria, Cyanobacteria, Chloroplast, Chlorophyta, Chlamydomonadaceae, , 
OTU_1985,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_693,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_3591,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales,,,
OTU_4130,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, 
OTU_1139,Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Cellvibrio, 
OTU_3839,Bacteria, Proteobacteria, TA18, PHOS-HD29, , , 
OTU_1485,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, , , 
OTU_3857,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Selenomonas, 
OTU_158,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, Chitinophaga, 
OTU_3072,Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, Microvirgula, aerodenitrificans
OTU_3884,Bacteria, Proteobacteria,,,,,
OTU_2033,Bacteria, Acidobacteria, [Chloracidobacteria], Ellin7246, , , 
OTU_2797,Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, Gaiellaceae, , 
OTU_2816,Bacteria, Proteobacteria, Betaproteobacteria,,,,
OTU_4094,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, , , 
OTU_3868,Bacteria, Proteobacteria, TA18, PHOS-HD29, , , 
OTU_1664,Bacteria, Gemmatimonadetes, Gemm-5, , , , 
OTU_529,Bacteria, Acidobacteria, Acidobacteria-6, CCU21, , , 
OTU_383,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, 
OTU_1843,Bacteria, Proteobacteria, Alphaproteobacteria, Ellin329, , , 
OTU_2994,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae,,
OTU_684,Bacteria, Acidobacteria, Acidobacteriia, Acidobacteriales, Acidobacteriaceae, Edaphobacter,
OTU_2054,Bacteria, Proteobacteria, Betaproteobacteria, , , , 
OTU_2847,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, , 
OTU_451,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, 
OTU_1181,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, , 
OTU_1690,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Veillonella, dispar
OTU_1481,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas,
OTU_3197,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, Parachlamydiaceae, , 
OTU_3934,Bacteria, OD1, ZB2, , , , 
OTU_1908,Bacteria, Verrucomicrobia, [Pedosphaerae], [Pedosphaerales],,,
OTU_2518,Bacteria, Chloroflexi, TK10, AKYG885, Dolo 23, , 
OTU_3631,Bacteria, Proteobacteria, Gammaproteobacteria,,,,
OTU_4103,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_1458,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, Chitinophaga, 
OTU_1646,Bacteria, Gemmatimonadetes, Gemmatimonadetes, N1423WL, , , 
OTU_1306,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, Rhabdochlamydiaceae, Candidatus Rhabdochlamydia, 
OTU_1753,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, [Weeksellaceae], Chryseobacterium, 
OTU_070,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_815,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae,,
OTU_3680,Bacteria, Acidobacteria, [Chloracidobacteria], Ellin7246, , , 
OTU_564,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_803,Bacteria, Planctomycetes, Planctomycetia, Pirellulales, Pirellulaceae, , 
OTU_2807,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae,,
OTU_1540,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Aquicella, 
OTU_872,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales,,,
OTU_4067,Bacteria, Gemmatimonadetes, Gemm-5, , , , 
OTU_2966,Bacteria, Elusimicrobia, Elusimicrobia, IIb, , , 
OTU_2929,Bacteria, Proteobacteria,,,,,
OTU_373,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, C111, , 
OTU_1227,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_4100,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_2384,Bacteria, Proteobacteria, Alphaproteobacteria, Ellin329, , , 
OTU_2405,Bacteria, Tenericutes, Mollicutes, Acholeplasmatales, Acholeplasmataceae, Acholeplasma, 
OTU_1237,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, , 
OTU_3193,Bacteria, Acidobacteria, Acidobacteriia, Acidobacteriales, Acidobacteriaceae, Terriglobus, 
OTU_4222,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, 
OTU_3648,Bacteria, Acidobacteria, [Chloracidobacteria], RB41, Ellin6075, , 
OTU_915,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_3201,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_2042,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], , 
OTU_3836,Bacteria, Acidobacteria, EC1113, , , , 
OTU_1900,Bacteria,,,,,,
OTU_1281,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_2881,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_2999,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, Parachlamydiaceae,,
OTU_4185,Bacteria, Proteobacteria, Betaproteobacteria, Procabacteriales, Procabacteriaceae, , 
OTU_2370,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, , , 
OTU_3795,Bacteria, Proteobacteria, Alphaproteobacteria, BD7-3, , , 
OTU_283,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Ralstonia, 
OTU_3103,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, , , 
OTU_863,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, [Weeksellaceae], Chryseobacterium, 
OTU_4034,Bacteria,,,,,,
OTU_2834,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales,,,
OTU_077,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Ralstonia, 
